scratched,name,number,name,number,started_at,value,starting_price,amount,placement
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,480,0,18199,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,480,0,18199,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,480,0,18199,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,3,miss sav,8,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,7,skelton,2,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,7,skelton,2,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,7,skelton,2,2019-04-26 11:34:26.871968,550,0,11699,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2300,0,6399,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2700,0,14899,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2300,0,6399,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2700,0,14899,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2300,0,6399,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2700,0,14899,-1
f,racing.com park,7,okie,5,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,950,0,9899,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,950,0,9899,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,950,0,9899,-1
f,rockhampton,7,maeve in manhattan,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,750,0,25999,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,900,0,16099,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,15299,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,16199,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,27599,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,7899,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,750,0,25999,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,15299,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,16199,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,27599,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,7899,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,900,0,16099,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,750,0,25999,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,15299,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1200,0,16199,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,27599,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,1500,0,7899,-1
f,rockhampton,7,no finer jet,10,2019-04-26 11:34:26.871968,900,0,16099,-1
f,rockhampton,7,worth the time,12,2019-04-26 11:34:26.871968,1800,0,11599,-1
f,rockhampton,7,worth the time,12,2019-04-26 11:34:26.871968,1800,0,11599,-1
f,rockhampton,7,worth the time,12,2019-04-26 11:34:26.871968,1800,0,11599,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,5,notta mocha,3,2019-04-26 11:34:26.871968,390,0,17199,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,19899,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,17999,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,17999,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,19899,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,17999,-1
f,albany,6,malilangwe,5,2019-04-26 11:34:26.871968,650,0,19899,-1
f,albany,6,calbanesco,9,2019-04-26 11:34:26.871968,2100,0,10899,-1
f,albany,6,calbanesco,9,2019-04-26 11:34:26.871968,2100,0,10899,-1
f,albany,6,calbanesco,9,2019-04-26 11:34:26.871968,2100,0,10899,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2100,0,17399,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11199,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,12799,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,9199,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2100,0,17399,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11199,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,12799,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,9199,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2100,0,17399,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11199,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,12799,-1
f,albany,6,long knife brother,10,2019-04-26 11:34:26.871968,3100,0,9199,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,750,0,16799,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,850,0,15899,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,950,0,18699,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,850,0,15899,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,750,0,16799,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,950,0,18699,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,850,0,15899,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,750,0,16799,-1
f,albany,7,lady stingray,8,2019-04-26 11:34:26.871968,950,0,18699,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,3400,0,8399,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,1700,0,12999,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,6499,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,3400,0,8399,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,6499,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,1700,0,12999,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,3400,0,8399,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,6499,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,1700,0,12999,-1
f,cranbourne,2,alidade,1,2019-04-26 11:34:26.871968,4100,0,7199,-1
f,cranbourne,6,friday funday,9,2019-04-26 11:34:26.871968,1500,0,15499,-1
f,cranbourne,6,friday funday,9,2019-04-26 11:34:26.871968,1500,0,15499,-1
f,cranbourne,6,friday funday,9,2019-04-26 11:34:26.871968,1500,0,15499,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1000,0,16599,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1100,0,17899,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1100,0,17899,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1000,0,16599,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1100,0,17899,-1
f,cranbourne,7,call it a day,1,2019-04-26 11:34:26.871968,1000,0,16599,-1
f,cranbourne,7,ben hercules,4,2019-04-26 11:34:26.871968,550,0,17699,-1
f,cranbourne,7,ben hercules,4,2019-04-26 11:34:26.871968,550,0,17699,-1
f,cranbourne,7,ben hercules,4,2019-04-26 11:34:26.871968,550,0,17699,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,700,0,10499,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1200,0,13399,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1100,0,16899,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1300,0,18199,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1200,0,13399,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1100,0,16899,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,700,0,10499,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1300,0,18199,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1200,0,13399,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1100,0,16899,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,700,0,10499,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1300,0,18199,-1
f,cranbourne,7,rock hard,6,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,950,0,18699,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,1000,0,22199,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,950,0,18699,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,1000,0,22199,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,950,0,18699,-1
f,cranbourne,8,maliseet,7,2019-04-26 11:34:26.871968,1000,0,22199,-1
f,cranbourne,8,mr grizzle,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,8,mr grizzle,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,8,mr grizzle,8,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,600,0,12599,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,650,0,11499,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,18299,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,11299,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,650,0,11499,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,600,0,12599,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,11299,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,18299,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,650,0,11499,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,600,0,12599,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,11299,-1
f,cranbourne,9,eagle ridge,1,2019-04-26 11:34:26.871968,750,0,18299,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1100,0,9699,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,21899,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,15199,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,15199,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1100,0,9699,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,21899,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,15199,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1100,0,9699,-1
f,cranbourne,9,red gateau,6,2019-04-26 11:34:26.871968,1600,0,21899,-1
f,cranbourne,9,hawkestone,15,2019-04-26 11:34:26.871968,1300,0,16499,-1
f,cranbourne,9,hawkestone,15,2019-04-26 11:34:26.871968,1300,0,16499,-1
f,cranbourne,9,hawkestone,15,2019-04-26 11:34:26.871968,1300,0,16499,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,360,0,18999,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,350,0,19799,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,360,0,18999,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,350,0,19799,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,360,0,18999,-1
f,sunshine coast,3,rising boom,4,2019-04-26 11:34:26.871968,350,0,19799,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1900,0,12599,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1900,0,12599,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1900,0,12599,-1
f,sunshine coast,4,omnia tidak takut,3,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,480,0,10599,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,500,0,13199,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,480,0,10599,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,500,0,13199,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,480,0,10599,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,500,0,13199,-1
f,sunshine coast,6,initialize,5,2019-04-26 11:34:26.871968,550,0,11699,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,450,0,11599,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,440,0,11899,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,440,0,11899,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,450,0,11599,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,440,0,11899,-1
f,sunshine coast,6,wired,8,2019-04-26 11:34:26.871968,450,0,11599,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,800,0,15599,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,950,0,9899,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,800,0,15599,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,950,0,9899,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,800,0,15599,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,1000,0,18799,-1
f,sunshine coast,7,mr red shoes,4,2019-04-26 11:34:26.871968,950,0,9899,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,tamworth,8,whisper delovely,8,2019-04-26 11:34:26.871968,1700,0,20499,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1900,0,13199,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,850,0,9899,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1900,0,13199,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,850,0,9899,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1900,0,13199,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,850,0,9899,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,12399,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1800,0,19299,-1
f,bunbury,4,ancient joy,16,2019-04-26 11:34:26.871968,1700,0,14299,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,cappo d'oro,1,2019-04-26 11:34:26.871968,1100,0,14899,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,15599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,15599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,15599,-1
f,bunbury,8,like a butterfly,8,2019-04-26 11:34:26.871968,800,0,10599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1500,0,11999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1900,0,6999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1500,0,11999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1900,0,6999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1500,0,11999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,1900,0,6999,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,16599,-1
f,bunbury,9,aflica's girl,2,2019-04-26 11:34:26.871968,2600,0,10599,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2100,0,7099,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2100,0,7099,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2100,0,7099,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,17499,-1
f,bunbury,9,shouhou,13,2019-04-26 11:34:26.871968,2300,0,11599,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,500,0,13199,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,10599,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,500,0,13199,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,10599,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,500,0,13199,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,10599,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,1,major time,7,2019-04-26 11:34:26.871968,1000,0,19999,-1
f,canberra,1,who's shout,9,2019-04-26 11:34:26.871968,4100,0,4699,-1
f,canberra,1,who's shout,9,2019-04-26 11:34:26.871968,4100,0,4699,-1
f,canberra,1,who's shout,9,2019-04-26 11:34:26.871968,4100,0,4699,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,600,0,21799,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,700,0,18199,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,600,0,21799,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,700,0,18199,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,600,0,21799,-1
f,canberra,2,quantum time,6,2019-04-26 11:34:26.871968,700,0,18199,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,15099,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,9899,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,9899,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,15099,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,650,0,11499,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,9899,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,900,0,16099,-1
f,canberra,2,te ata,7,2019-04-26 11:34:26.871968,950,0,15099,-1
f,canberra,3,got the goss,6,2019-04-26 11:34:26.871968,1800,0,11599,-1
