scratched,name,number,name,number,started_at,value,starting_price,amount,placement
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1200,800,8799,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1200,800,13399,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1700,800,12399,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1600,800,8499,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1200,800,8799,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1200,800,13399,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1700,800,12399,6
f,stony creek,5,ryboy,9,2019-04-26 11:34:26.871968,1600,800,8499,6
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,800,0,19999,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,15899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,800,0,19999,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,15899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,800,0,19999,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,9899,8
f,stony creek,6,dangerous spin,2,2019-04-26 11:34:26.871968,850,0,15899,8
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,11699,4
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,17699,4
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,11699,4
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,17699,4
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,11699,4
f,stony creek,6,zhenya,9,2019-04-26 11:34:26.871968,550,0,17699,4
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,10199,9
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,6399,9
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,10199,9
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,6399,9
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,10199,9
f,sunshine coast,3,rock tsar,10,2019-04-26 11:34:26.871968,2300,1100,6399,9
f,stony creek,7,mr monaco,9,2019-04-26 11:34:26.871968,270,0,13299,4
f,stony creek,7,mr monaco,9,2019-04-26 11:34:26.871968,270,0,13299,4
f,stony creek,7,mr monaco,9,2019-04-26 11:34:26.871968,270,0,13299,4
f,sunshine coast,4,dragon inthe north,19,2019-04-26 11:34:26.871968,15100,0,2099,9
f,sunshine coast,4,dragon inthe north,19,2019-04-26 11:34:26.871968,15100,0,2099,9
f,sunshine coast,4,dragon inthe north,19,2019-04-26 11:34:26.871968,15100,0,2099,9
f,sunshine coast,4,million,5,2019-04-26 11:34:26.871968,1600,0,13299,5
f,sunshine coast,4,million,5,2019-04-26 11:34:26.871968,1600,0,13299,5
f,sunshine coast,4,million,5,2019-04-26 11:34:26.871968,1600,0,13299,5
f,sunshine coast,4,boom rocker,16,2019-04-26 11:34:26.871968,3100,0,8199,6
f,sunshine coast,4,boom rocker,16,2019-04-26 11:34:26.871968,3100,0,8199,6
f,sunshine coast,4,boom rocker,16,2019-04-26 11:34:26.871968,3100,0,8199,6
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,900,0,17399,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,850,0,9899,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,1400,0,16799,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,900,0,17399,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,850,0,9899,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,1400,0,16799,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,900,0,17399,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,850,0,9899,11
f,sunshine coast,4,cap gris nez,12,2019-04-26 11:34:26.871968,1400,0,16799,11
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,950,800,16299,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,13999,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,16499,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,13899,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,13999,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,950,800,16299,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,16499,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,13899,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1100,800,9699,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,13999,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,950,800,16299,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1300,800,16499,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,15199,4
f,sunshine coast,5,river flyer,7,2019-04-26 11:34:26.871968,1600,800,13899,4
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,19999,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,19999,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,19999,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,rabbit hunter,1,2019-04-26 11:34:26.871968,500,390,13199,1
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,2600,2100,9899,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,3100,2100,5499,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,3199,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,4699,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,3100,2100,5499,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,4699,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,2600,2100,9899,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,3199,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,3100,2100,5499,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,4699,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,2600,2100,9899,9
f,sunshine coast,5,lots of promise,9,2019-04-26 11:34:26.871968,6700,2100,3199,9
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2600,0,6499,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2600,0,6499,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2300,0,10199,8
f,sunshine coast,6,muraqaba,1,2019-04-26 11:34:26.871968,2600,0,6499,8
f,bunbury,2,avalon bay,2,2019-04-26 11:34:26.871968,700,550,10499,2
f,bunbury,2,avalon bay,2,2019-04-26 11:34:26.871968,700,550,10499,2
f,bunbury,2,avalon bay,2,2019-04-26 11:34:26.871968,700,550,10499,2
f,bunbury,3,warbo n'grato,1,2019-04-26 11:34:26.871968,2300,2100,6399,8
f,bunbury,3,warbo n'grato,1,2019-04-26 11:34:26.871968,2300,2100,6399,8
f,bunbury,3,warbo n'grato,1,2019-04-26 11:34:26.871968,2300,2100,6399,8
f,bunbury,3,so great,6,2019-04-26 11:34:26.871968,2000,1800,6699,5
f,bunbury,3,so great,6,2019-04-26 11:34:26.871968,2000,1800,6699,5
f,bunbury,3,so great,6,2019-04-26 11:34:26.871968,2000,1800,6699,5
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,3,contentional,3,2019-04-26 11:34:26.871968,2300,1400,10199,6
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,12599,4
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,19799,4
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,19799,4
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,12599,4
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,19799,4
f,bunbury,4,kenyluck,3,2019-04-26 11:34:26.871968,600,600,12599,4
f,sunshine coast,7,enterprise march,2,2019-04-26 11:34:26.871968,290,0,11999,2
f,sunshine coast,7,enterprise march,2,2019-04-26 11:34:26.871968,290,0,11999,2
f,sunshine coast,7,enterprise march,2,2019-04-26 11:34:26.871968,290,0,11999,2
f,sunshine coast,7,the perpetrator,5,2019-04-26 11:34:26.871968,2100,0,7099,7
f,sunshine coast,7,the perpetrator,5,2019-04-26 11:34:26.871968,2100,0,7099,7
f,sunshine coast,7,the perpetrator,5,2019-04-26 11:34:26.871968,2100,0,7099,7
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,19799,5
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,12599,5
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,19799,5
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,12599,5
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,19799,5
f,sunshine coast,7,the party girl,4,2019-04-26 11:34:26.871968,600,0,12599,5
f,toowoomba,4,confessions,7,2019-04-26 11:34:26.871968,550,335,5700,1
f,ladbrokes park hillside,4,prism,13,2019-04-26 11:34:26.871968,1300,1093,7300,1
f,ladbrokes park hillside,8,paint the town two,13,2019-04-26 11:34:26.871968,600,610,5800,2
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1800,950,11599,4
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1900,950,12599,4
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1900,950,12599,4
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1800,950,11599,4
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1900,950,12599,4
f,bunbury,5,short black roman,5,2019-04-26 11:34:26.871968,1800,950,11599,4
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2100,1200,12799,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2100,1200,12799,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2300,1200,17499,5
f,bunbury,5,volkswagon frank,4,2019-04-26 11:34:26.871968,2100,1200,12799,5
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,22099,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,10999,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2100,1300,12799,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,1300,1300,25699,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,1300,1300,25699,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,10999,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2100,1300,12799,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,22099,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,1300,1300,25699,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,10999,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2100,1300,12799,7
f,bunbury,6,vital touch,6,2019-04-26 11:34:26.871968,2000,1300,22099,7
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1600,2000,13899,5
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1900,2000,6999,5
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1600,2000,13899,5
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1900,2000,6999,5
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1600,2000,13899,5
f,bunbury,7,glen albyn,6,2019-04-26 11:34:26.871968,1900,2000,6999,5
f,bunbury,7,vinaceous,8,2019-04-26 11:34:26.871968,270,225,13299,4
f,bunbury,7,vinaceous,8,2019-04-26 11:34:26.871968,270,225,13299,4
f,bunbury,7,vinaceous,8,2019-04-26 11:34:26.871968,270,225,13299,4
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,16799,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,1000,600,10799,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,16799,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,1000,600,10799,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,16799,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,750,600,11299,2
f,bunbury,7,spiritual warrior,1,2019-04-26 11:34:26.871968,1000,600,10799,2
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1700,1400,12999,6
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1800,1400,7399,6
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1800,1400,7399,6
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1700,1400,12999,6
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1800,1400,7399,6
f,bunbury,7,rogan scent,7,2019-04-26 11:34:26.871968,1700,1400,12999,6
f,oakbank,6,column,6,2019-04-26 11:34:26.871968,1940,1350,5435,2
f,clare,1,strictly mambo,3,2019-04-26 11:34:26.871968,1200,900,8799,4
f,clare,1,strictly mambo,3,2019-04-26 11:34:26.871968,1200,900,8799,4
f,clare,1,strictly mambo,3,2019-04-26 11:34:26.871968,1200,900,8799,4
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,320,270,22599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,320,270,22599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,320,270,22599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,2,crafty lil,4,2019-04-26 11:34:26.871968,420,270,12599,5
f,clare,3,hussning,3,2019-04-26 11:34:26.871968,950,550,9899,1
f,clare,3,hussning,3,2019-04-26 11:34:26.871968,950,550,9899,1
f,clare,3,hussning,3,2019-04-26 11:34:26.871968,950,550,9899,1
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,16799,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,18299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,16799,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,18299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,16799,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,18299,6
f,clare,4,sheanna,5,2019-04-26 11:34:26.871968,750,500,11299,6
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,16499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,16499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,16499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,4,sweet varden,4,2019-04-26 11:34:26.871968,700,420,10499,1
f,clare,7,halayr rothestar,1,2019-04-26 11:34:26.871968,500,320,13199,6
f,clare,7,halayr rothestar,1,2019-04-26 11:34:26.871968,500,320,13199,6
f,clare,7,halayr rothestar,1,2019-04-26 11:34:26.871968,500,320,13199,6
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,800,0,17099,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,14499,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,750,0,11299,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,15899,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,750,0,11299,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,15899,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,14499,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,800,0,17099,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,750,0,11299,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,15899,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,850,0,14499,2
f,stony creek,4,almighty gold,2,2019-04-26 11:34:26.871968,800,0,17099,2
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,460,550,11199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,500,550,13199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,700,550,16499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,500,550,13199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,460,550,11199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,700,550,16499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,500,550,13199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,460,550,11199,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,650,550,11499,6
f,tamworth,8,duble gaze,6,2019-04-26 11:34:26.871968,700,550,16499,6
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,650,0,19899,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1100,0,19899,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,18799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,19999,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,650,0,19899,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,18799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,19999,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1100,0,19899,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,650,0,19899,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,18799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,19999,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1000,0,10799,2
f,sunshine coast,6,rothabye,6,2019-04-26 11:34:26.871968,1100,0,19899,2
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1900,1000,6999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1400,1000,12999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,4100,1000,7199,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,3400,1000,7499,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,2600,1000,16599,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1900,1000,6999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1400,1000,12999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,2600,1000,16599,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,3400,1000,7499,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,4100,1000,7199,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1900,1000,6999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,1400,1000,12999,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,2600,1000,16599,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,3400,1000,7499,6
f,narromine,1,unomore,12,2019-04-26 11:34:26.871968,4100,1000,7199,6
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,950,850,20999,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,15899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,1100,850,28899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,14499,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,22399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2300,850,11599,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,15899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,1100,850,28899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,14499,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,22399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,950,850,20999,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2300,850,11599,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,2100,850,17399,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,15899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,1100,850,28899,11
f,narromine,2,bodice,7,2019-04-26 11:34:26.871968,850,850,14499,11
